name,company,image,for_gender,rating,number_votes,main accords ,sillage,top notes,middle notes,base notes,longevity,,gender_vote,price value,,,,,,,,seasons,main accords old
Angel Muse,Mugler,https://fimgs.net/mdimg/perfume/375x500.36416.jpg,for women,4.11,5545,"woody , sweet , patchouli , nutty , earthy , warm spicy , aromatic , chocolate , balsamic , citrus ",strong,"['Pink Pepper', 'Grapefruit']",['Hazelnut cocoa spread'],"['Patchouli', 'Vetiver']","{'very weak': 94, 'weak': 109, 'moderate': 404, 'long lasting': 849, 'eternal': 402}",,"{'female': 169, 'more female': 98, 'unisex': 84, 'more male': 1, 'male': 1}","{'way overpriced': 9, 'overpriced': 32, 'ok': 158, 'good value': 90, 'great value': 22}",,,,,,,,summer,"{'woody': 100.0, 'sweet': 95.9669, 'patchouli': 86.6416, 'nutty': 83.3665, 'earthy': 72.8337, 'warm spicy': 58.3208, 'aromatic': 56.4482, 'chocolate': 51.7165, 'balsamic': 46.9925, 'citrus': 44.7635}"
Grand Soir,Maison Francis Kurkdjian,https://fimgs.net/mdimg/perfume/375x500.40816.jpg,for women and men,4.39,2838,"amber , vanilla ",moderate,[],"['Amber', 'Siam Benzoin', 'Vanilla', 'Tonka Bean', 'Spanish Labdanum']",[],"{'very weak': 68, 'weak': 72, 'moderate': 158, 'long lasting': 424, 'eternal': 571}",,"{'female': 16, 'more female': 19, 'unisex': 227, 'more male': 101, 'male': 35}","{'way overpriced': 48, 'overpriced': 86, 'ok': 134, 'good value': 52, 'great value': 12}",,,,,,,,winter,"{'amber': 100.0, 'vanilla': 69.2184}"
Guerlinade,Guerlain,https://fimgs.net/mdimg/perfume/375x500.23568.jpg,for women,4.31,111,"floral , sweet , vanilla , powdery , iris , citrus , white floral , yellow floral , rose , fresh ",moderate,"['Lilac', 'Bergamot', 'Lime (Linden) Blossom']","['Orris', 'Jasmine', 'Rose']","['Tonka Bean', 'Vanilla']","{'very weak': 8, 'weak': 9, 'moderate': 11, 'long lasting': 9, 'eternal': 4}",,"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 0, 'great value': 0}",,,,,,,,summer,"{'floral': 100.0, 'sweet': 64.1063, 'vanilla': 63.8023, 'powdery': 62.1, 'iris': 60.3978, 'citrus': 59.7898, 'white floral': 58.5739, 'yellow floral': 55.7165, 'rose': 54.3182, 'fresh': 53.8319}"
Kismet,Lubin,https://fimgs.net/mdimg/perfume/375x500.40459.jpg,for women and men,4.64,11,"leather , animalic , smoky ",moderate,[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 1, 'long lasting': 1, 'eternal': 2}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,summer,{}
Les Exclusifs de Chanel No 22,Chanel,https://fimgs.net/mdimg/perfume/375x500.7142.jpg,for women,4.25,967,"white floral , aldehydic , fresh , yellow floral , woody , rose , floral , soapy , sweet , vanilla ",moderate,"['Aldehydes', 'Neroli', 'Lily-of-the-Valley']","['Ylang-Ylang', 'Jasmine', 'Rose', 'Tuberose']","['Vanille', 'vetyver']","{'very weak': 14, 'weak': 11, 'moderate': 62, 'long lasting': 86, 'eternal': 32}",,"{'female': 6, 'more female': 1, 'unisex': 7, 'more male': 0, 'male': 1}","{'way overpriced': 0, 'overpriced': 3, 'ok': 5, 'good value': 2, 'great value': 0}",,,,,,,,spring,"{'white floral': 100.0, 'aldehydic': 84.5151, 'fresh': 83.612, 'yellow floral': 67.2352, 'woody': 55.3111, 'rose': 53.9799, 'floral': 53.3668, 'soapy': 52.4972, 'sweet': 52.4526, 'vanilla': 49.175}"
Nuit de Noel,Caron,https://fimgs.net/mdimg/perfume/375x500.4581.jpg,for women,4.3,687,"woody , yellow floral , mossy , rose , powdery , amber , earthy , musky , sweet , white floral ",moderate,"['Ylang-Ylang', 'tincture of rose', 'Jasmine']","['oak moss', 'Sandalwood']","['Amber', 'Musk']","{'very weak': 11, 'weak': 9, 'moderate': 47, 'long lasting': 51, 'eternal': 18}",,"{'female': 3, 'more female': 3, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 1, 'ok': 2, 'good value': 0, 'great value': 0}",,,,,,,,winter,"{'woody': 100.0, 'yellow floral': 75.5748, 'mossy': 70.234, 'rose': 69.8779, 'powdery': 68.5872, 'amber': 64.7151, 'earthy': 58.1638, 'musky': 57.06, 'sweet': 55.4934, 'white floral': 55.1017}"
Nuit de Noel Extrait de Parfum,Caron,https://fimgs.net/mdimg/perfume/375x500.34198.jpg,for women,4.64,132,"woody , mossy , amber , powdery , yellow floral , rose , musky , earthy , sweet , white floral ",moderate,"['Ylang-Ylang', 'Rose', 'Jasmine']","['Oakmoss', 'Sandalwood']","['Amber', 'Musk']","{'very weak': 1, 'weak': 4, 'moderate': 9, 'long lasting': 14, 'eternal': 9}",,"{'female': 1, 'more female': 1, 'unisex': 5, 'more male': 0, 'male': 0}","{'way overpriced': 2, 'overpriced': 0, 'ok': 1, 'good value': 1, 'great value': 0}",,,,,,,,winter,"{'woody': 100.0, 'mossy': 74.6309, 'amber': 72.8692, 'powdery': 72.5462, 'yellow floral': 71.6947, 'rose': 68.7584, 'musky': 62.2987, 'earthy': 61.2416, 'sweet': 54.0772, 'white floral': 52.9027}"
Bain de Champagne (Royal Bain de Caron),Caron,https://fimgs.net/mdimg/perfume/375x500.4580.jpg,for women and men,4.04,584,"amber , vanilla , balsamic , floral , woody , powdery , warm spicy , sweet , rose ",moderate,"['Lilac', 'Rose']","['Opoponax', 'Benzoin', 'Incense']","['Vanilla', 'Amber', 'Sandalwood', 'Musk', 'Cedar']","{'very weak': 10, 'weak': 20, 'moderate': 49, 'long lasting': 39, 'eternal': 29}",,"{'female': 6, 'more female': 5, 'unisex': 1, 'more male': 1, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 4, 'good value': 3, 'great value': 2}",,,,,,,,fall,"{'amber': 100.0, 'vanilla': 61.8833, 'balsamic': 61.1664, 'floral': 55.2978, 'woody': 52.8857, 'powdery': 50.4612, 'warm spicy': 50.3162, 'sweet': 49.8934, 'rose': 49.3961}"
Les Exclusifs de Chanel Cuir de Russie 1924,Chanel,https://fimgs.net/mdimg/perfume/375x500.98.jpg,for women,4.25,990,"floral , powdery , woody , fresh spicy , warm spicy , leather , musky , violet , amber , vanilla ",moderate,"['Clary Sage', 'Orange Blossom', 'Bergamot', 'Lemon', 'Mandarin Orange']","['iris', 'Ylang-Ylang', 'Vetiver', 'Carnation', 'Jasmine', 'Rose', 'Cedar']","['Leather', 'Birch', 'Tobacco', 'Musk', 'Amber', 'Heliotrope', 'Vanilla']","{'very weak': 25, 'weak': 21, 'moderate': 85, 'long lasting': 47, 'eternal': 26}",,"{'female': 0, 'more female': 0, 'unisex': 4, 'more male': 1, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 2, 'good value': 0, 'great value': 0}",,,,,,,,fall,"{'leather': 100.0, 'woody': 72.65090000000001, 'aromatic': 64.079, 'smoky': 62.2614, 'powdery': 61.4079, 'citrus': 59.4368, 'animalic': 59.0316, 'floral': 56.3175, 'white floral': 55.2983, 'sweet': 53.8492}"
Cuir de Russie Parfum,Chanel,https://fimgs.net/mdimg/perfume/375x500.47794.jpg,for women and men,4.62,105,"warm spicy , white floral , coconut , fresh spicy , lactonic , woody , powdery , sweet , aromatic , fresh ",enormous,[],"['Aldehydes', 'Russian Leather', 'Tobacco', 'Ylang-Ylang', 'Jasmine', 'Rose', 'Vanilla']",[],"{'very weak': 2, 'weak': 8, 'moderate': 8, 'long lasting': 4, 'eternal': 12}",,"{'female': 2, 'more female': 0, 'unisex': 3, 'more male': 1, 'male': 0}","{'way overpriced': 4, 'overpriced': 0, 'ok': 1, 'good value': 1, 'great value': 0}",,,,,,,,spring,"{'aldehydic': 100.0, 'sweet': 99.825, 'leather': 98.25, 'tobacco': 93.0, 'yellow floral': 91.25, 'white floral': 80.75, 'rose': 79.0, 'fresh': 77.075, 'vanilla': 68.5, 'animalic': 66.6625}"
Dans la Nuit,Worth,https://fimgs.net/mdimg/perfume/375x500.5129.jpg,for women,4.25,129,"powdery , woody , floral , warm spicy , musky , fresh , white floral , amber , aromatic , aldehydic ",moderate,"['Aldehydes', 'Violet', 'Green Notes', 'Bergamot', 'Lemon']","['Carnation', 'Rose', 'Orris Root', 'Ylang-Ylang', 'Jasmine', 'Lily-of-the-Valley', 'Cinnamon']","['Sandalwood', 'Civet', 'Amber', 'Musk', 'Tonka Bean', 'Vanilla', 'Vetiver']","{'very weak': 1, 'weak': 1, 'moderate': 13, 'long lasting': 5, 'eternal': 3}",,"{'female': 1, 'more female': 1, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 1}",,,,,,,,winter,"{'powdery': 100.0, 'woody': 80.7411, 'floral': 79.3493, 'warm spicy': 71.8582, 'musky': 66.7462, 'fresh': 65.4808, 'white floral': 63.4057, 'amber': 62.7983, 'aromatic': 60.1663, 'aldehydic': 59.7361}"
Blue Escapade 24,Krigler,https://fimgs.net/mdimg/perfume/375x500.42356.jpg,for women and men,4.83,6,"woody , citrus , fresh spicy , aromatic , sweet , fruity , earthy , yellow floral ",strong,[],"['Fig', 'Vetiver', 'Grapefruit', 'Pepper', 'Cedar', 'Orange', 'Ylang-Ylang']",[],"{'very weak': 1, 'weak': 0, 'moderate': 1, 'long lasting': 3, 'eternal': 1}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}",,,,,,,,spring,"{'woody': 100.0, 'citrus': 86.0, 'fresh spicy': 75.85, 'aromatic': 66.75, 'sweet': 63.6, 'fruity': 58.0, 'earthy': 51.0, 'yellow floral': 47.5}"
Individuel,Montblanc,https://fimgs.net/mdimg/perfume/375x500.4193.jpg,for men,4.08,4974,"sweet , fruity , aromatic , warm spicy , woody , fresh spicy , powdery , vanilla , cinnamon , lavender ",moderate,"['Cinnamon', 'Lavender', 'Pineapple', 'Juniper Berries', 'Mint', 'Bergamot', 'Rosemary', 'Coriander', 'Cardamom']","['Orange Blossom', 'Violet', 'Geranium', 'Jasmine']","['Raspberry', 'Vanilla', 'Sandalwood', 'Dark Chocolate', 'Musk', 'Amber', 'Patchouli', 'Vetiver', 'Oakmoss']","{'very weak': 131, 'weak': 205, 'moderate': 903, 'long lasting': 1084, 'eternal': 190}",,"{'female': 0, 'more female': 3, 'unisex': 70, 'more male': 116, 'male': 112}","{'way overpriced': 0, 'overpriced': 11, 'ok': 44, 'good value': 92, 'great value': 139}",,,,,,,,winter,"{'sweet': 100.0, 'fruity': 98.9056, 'aromatic': 91.8993, 'warm spicy': 78.109, 'woody': 71.4067, 'fresh spicy': 70.2725, 'powdery': 61.1656, 'vanilla': 60.0629, 'cinnamon': 54.6541, 'lavender': 54.5283}"
Un Bois Vanille,Serge Lutens,https://fimgs.net/mdimg/perfume/375x500.478.jpg,for women and men,4.13,4566,"vanilla , sweet , woody , coconut , powdery , soft spicy , balsamic , amber , beeswax , warm spicy ",moderate,[],"['Vanila', 'Coconut Milk', 'Black Licorice', 'Beeswax', 'Sandalwood', 'Tonka Bean', 'Bitter Almond', 'Guaiac Wood', 'Benzoin', 'Musk']",[],"{'very weak': 53, 'weak': 105, 'moderate': 387, 'long lasting': 377, 'eternal': 138}",,"{'female': 33, 'more female': 43, 'unisex': 62, 'more male': 5, 'male': 1}","{'way overpriced': 6, 'overpriced': 29, 'ok': 57, 'good value': 8, 'great value': 5}",,,,,,,,winter,"{'vanilla': 100.0, 'sweet': 70.9518, 'woody': 63.8285, 'coconut': 58.2144, 'powdery': 57.9774, 'soft spicy': 56.6221, 'balsamic': 49.6139, 'amber': 48.3039, 'beeswax': 48.1599, 'warm spicy': 46.3174}"
Chance Eau de Toilette,Chanel,https://fimgs.net/mdimg/perfume/375x500.610.jpg,for women,3.92,10597,"patchouli , woody , sweet , earthy , citrus , musky , fruity , soft spicy , aromatic , powdery ",strong,"['Patchouli', 'Pink Pepper', 'Pineapple', 'Hiacynth', 'iris']","['Lemon', 'Jasmine', 'Rose']","['Patchouli', 'Musk', 'Vetiver', 'Vanilla']","{'very weak': 89, 'weak': 129, 'moderate': 539, 'long lasting': 955, 'eternal': 512}",,"{'female': 57, 'more female': 18, 'unisex': 14, 'more male': 1, 'male': 0}","{'way overpriced': 5, 'overpriced': 30, 'ok': 36, 'good value': 9, 'great value': 1}",,,,,,,,summer,"{'patchouli': 100.0, 'woody': 96.822, 'sweet': 92.9662, 'earthy': 91.4148, 'citrus': 91.3037, 'musky': 78.6348, 'fruity': 76.3944, 'soft spicy': 72.9112, 'aromatic': 67.8505, 'powdery': 67.5116}"
Lacoste Pour Femme,Lacoste Fragrances,https://fimgs.net/mdimg/perfume/375x500.669.jpg,for women,4.03,8061,"floral , powdery , woody , fresh spicy , warm spicy , leather , musky , violet , amber , vanilla ",moderate,"['Pepper', 'Freesia', 'Apple']","['Heliotrope', 'Violet', 'Jasmine', 'Hibiscus', 'Rose']","['Suede', 'Sandalwood', 'Incense', 'Cedar', 'Labdanum']","{'very weak': 175, 'weak': 286, 'moderate': 936, 'long lasting': 437, 'eternal': 186}",,"{'female': 79, 'more female': 24, 'unisex': 11, 'more male': 0, 'male': 0}","{'way overpriced': 2, 'overpriced': 5, 'ok': 36, 'good value': 51, 'great value': 19}",,,,,,,,spring and summer,"{'floral': 100.0, 'powdery': 95.5074, 'woody': 78.8736, 'fresh spicy': 78.5504, 'warm spicy': 63.9107, 'leather': 60.9409, 'musky': 57.3909, 'violet': 53.5193, 'amber': 51.3881, 'vanilla': 46.927}"
Crystal Noir,Versace,https://fimgs.net/mdimg/perfume/375x500.631.jpg,for women,3.88,14625,"warm spicy , white floral , coconut , fresh spicy , lactonic , woody , powdery , sweet , aromatic , fresh ",strong,"['Pepper', 'Ginger', 'Cardamom']","['Coconut', 'Gardenia', 'Orange Blossom', 'Peony']","['Sandalwood', 'Musk', 'Amber']","{'very weak': 151, 'weak': 242, 'moderate': 909, 'long lasting': 1705, 'eternal': 1100}",,"{'female': 318, 'more female': 84, 'unisex': 61, 'more male': 3, 'male': 2}","{'way overpriced': 11, 'overpriced': 43, 'ok': 206, 'good value': 104, 'great value': 43}",,,,,,,,summer,"{'warm spicy': 100.0, 'white floral': 76.3578, 'coconut': 70.2893, 'fresh spicy': 62.4662, 'lactonic': 58.3136, 'woody': 53.9702, 'powdery': 53.3445, 'sweet': 51.9547, 'aromatic': 48.1784, 'fresh': 46.5654}"
Pure Poison,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.214.jpg,for women,4.03,11835,"white floral , citrus , woody ",strong,"['Jasmine', 'Orange', 'Bergamot', 'Sicilian Mandarin']","['Gardenia', 'Orange Blossom']","['Sandalwood', 'White Amber', 'Cedar', 'White Musk']","{'very weak': 124, 'weak': 182, 'moderate': 666, 'long lasting': 1148, 'eternal': 625}",,"{'female': 195, 'more female': 31, 'unisex': 17, 'more male': 1, 'male': 2}","{'way overpriced': 16, 'overpriced': 68, 'ok': 120, 'good value': 25, 'great value': 2}",,,,,,,,spring and summer,"{'white floral': 100.0, 'citrus': 65.1809, 'woody': 50.5705}"
Pink Sugar,Aquolina,https://fimgs.net/mdimg/perfume/375x500.975.jpg,for women,3.75,8478,"sweet , caramel , vanilla , fruity , soft spicy , powdery ",strong,"['Raspberry', 'Orange', 'Bergamot', 'Fig Leaf']","['Cotton Candy', 'Licorice', 'Red Berries', 'Strawberry', 'Lily-of-the-Valley']","['Caramel', 'Vanilla', 'Musk', 'Tonka Bean', 'Sandalwood']","{'very weak': 97, 'weak': 147, 'moderate': 607, 'long lasting': 980, 'eternal': 574}",,"{'female': 273, 'more female': 25, 'unisex': 2, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 5, 'ok': 20, 'good value': 83, 'great value': 191}",,,,,,,,fall and winter,"{'sweet': 100.0, 'caramel': 74.4851, 'vanilla': 54.1588, 'fruity': 48.5719, 'soft spicy': 47.6042, 'powdery': 47.1007}"
Allure Homme Sport,Chanel,https://fimgs.net/mdimg/perfume/375x500.607.jpg,for men,4.26,8472,"citrus , aromatic , vanilla , aldehydic , marine , sweet , fresh spicy , fresh , amber , powdery ",moderate,"['Orange', 'Sea Notes', 'Aldehydes', 'Blood Mandarin']","['Pepper', 'Neroli', 'Cedar']","['Tonka Bean', 'Vanilla', 'White Musk', 'Amber', 'Vetiver', 'Elemi resin']","{'very weak': 151, 'weak': 225, 'moderate': 989, 'long lasting': 1351, 'eternal': 286}",,"{'female': 1, 'more female': 1, 'unisex': 18, 'more male': 71, 'male': 171}","{'way overpriced': 41, 'overpriced': 89, 'ok': 91, 'good value': 21, 'great value': 1}",,,,,,,,winter,"{'citrus': 100.0, 'aromatic': 69.4052, 'vanilla': 67.61, 'aldehydic': 67.3933, 'marine': 64.3271, 'sweet': 58.1814, 'fresh spicy': 53.625, 'fresh': 51.9929, 'amber': 49.1301, 'powdery': 45.3094}"
Armani Code,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.412.jpg,for men,4.18,7042,"citrus , leather , anis , soft spicy , floral , tobacco , sweet , aromatic , vanilla , animalic ",moderate,"['Lemon', 'Bergamot']","['Star Anise', 'Olive Blossom', 'Guaiac Wood']","['Leather', 'Tonka Bean', 'Tobacco']","{'very weak': 118, 'weak': 214, 'moderate': 1160, 'long lasting': 676, 'eternal': 201}",,"{'female': 3, 'more female': 1, 'unisex': 11, 'more male': 47, 'male': 145}","{'way overpriced': 6, 'overpriced': 42, 'ok': 93, 'good value': 25, 'great value': 2}",,,,,,,,winter,"{'citrus': 100.0, 'leather': 92.116, 'anis': 87.2184, 'soft spicy': 81.4966, 'floral': 80.6783, 'tobacco': 74.1979, 'sweet': 71.355, 'aromatic': 65.4419, 'vanilla': 63.6979, 'animalic': 61.058}"
Cinéma,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.92.jpg,for women,4.08,9093,"floral , vanilla , amber , sweet , citrus , powdery , fresh , white floral ",moderate,"['Almond Blossom', 'Clementine', 'Cyclamen']","['Jasmine', 'Peony', 'Amaryllis']","['Vanilla', 'Amber', 'Benzoin', 'White Musk']","{'very weak': 106, 'weak': 151, 'moderate': 565, 'long lasting': 786, 'eternal': 330}",,"{'female': 101, 'more female': 12, 'unisex': 5, 'more male': 0, 'male': 1}","{'way overpriced': 5, 'overpriced': 26, 'ok': 51, 'good value': 11, 'great value': 4}",,,,,,,,winter,"{'floral': 100.0, 'vanilla': 75.5143, 'amber': 73.1229, 'sweet': 64.7164, 'citrus': 61.7035, 'powdery': 51.2958, 'fresh': 48.3397, 'white floral': 44.9559}"
Hermessence Ambre Narguile,Hermès,https://fimgs.net/mdimg/perfume/375x500.2669.jpg,for women and men,4.42,2470,"warm spicy , sweet , amber , vanilla , cinnamon , honey , rum , caramel , balsamic , woody ",moderate,[],"['Cinnamon', 'Honey', 'Rum', 'Caramel', 'Tonka Bean', 'Vanilla', 'Benzoin', 'Coumarin', 'Labdanum', 'Sesame', 'White Orchid', 'Tobacco', 'Musk']",[],"{'very weak': 52, 'weak': 56, 'moderate': 164, 'long lasting': 287, 'eternal': 130}",,"{'female': 9, 'more female': 17, 'unisex': 50, 'more male': 8, 'male': 0}","{'way overpriced': 23, 'overpriced': 32, 'ok': 14, 'good value': 6, 'great value': 3}",,,,,,,,fall and winter,"{'warm spicy': 100.0, 'sweet': 94.3377, 'amber': 83.515, 'vanilla': 82.5597, 'cinnamon': 79.0895, 'honey': 75.2912, 'rum': 57.2093, 'caramel': 56.9906, 'balsamic': 52.542, 'woody': 50.7839}"
212 Sexy,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.306.jpg,for women,3.82,5065,"sweet , musky , powdery , soft spicy , vanilla , caramel , floral , citrus , white floral , woody ",moderate,"['Pink Pepper', 'Mandarin Orange', 'Bergamot']","['Cotton Candy', 'Gardenia', 'Flowers', 'Pelargonium', 'Rose']","['Vanilla', 'Musk', 'Sandalwood', 'Caramel', 'Patchouli', 'Violet']","{'very weak': 63, 'weak': 85, 'moderate': 380, 'long lasting': 527, 'eternal': 141}",,"{'female': 64, 'more female': 6, 'unisex': 6, 'more male': 0, 'male': 1}","{'way overpriced': 3, 'overpriced': 21, 'ok': 25, 'good value': 16, 'great value': 2}",,,,,,,,fall,"{'sweet': 100.0, 'musky': 81.8792, 'powdery': 81.0033, 'soft spicy': 71.6437, 'vanilla': 70.5385, 'caramel': 61.266, 'floral': 58.8905, 'citrus': 57.6295, 'white floral': 55.8639, 'woody': 52.0027}"
Gucci Eau de Parfum II,Gucci,https://fimgs.net/mdimg/perfume/375x500.685.jpg,for women,4.11,5069,"fruity , woody , floral , fresh , powdery , sweet , aromatic , soft spicy , violet , green ",moderate,"['Black Currant', 'Red Berries', 'Cassia', 'Bitter Orange', 'Mandarin Orange']","['Blackberry', 'Peony', 'Violet', 'Freesia', 'Jasmine', 'Lily-of-the-Valley']","['Cedar', 'Musk', 'Heliotrope']","{'very weak': 101, 'weak': 151, 'moderate': 449, 'long lasting': 241, 'eternal': 104}",,"{'female': 38, 'more female': 4, 'unisex': 4, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 11, 'ok': 17, 'good value': 4, 'great value': 2}",,,,,,,,spring,"{'fruity': 100.0, 'woody': 63.0562, 'floral': 55.6657, 'fresh': 54.9348, 'powdery': 48.5365, 'sweet': 48.4406, 'aromatic': 47.4631, 'soft spicy': 46.5765, 'violet': 44.5247, 'green': 44.2462}"
Curious,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.141.jpg,for women,3.73,4195,"floral , white floral , aquatic , fruity , sweet , tuberose , woody , citrus , fresh , powdery ",moderate,"['Magnolia', 'Pear', 'Lotus']","['Jasmine', 'Tuberose', 'Cyclamen']","['Musk', 'Vanilla', 'White Woods', 'Sandalwood']","{'very weak': 62, 'weak': 160, 'moderate': 442, 'long lasting': 134, 'eternal': 71}",,"{'female': 52, 'more female': 7, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 2, 'ok': 4, 'good value': 25, 'great value': 26}",,,,,,,,spring,"{'floral': 100.0, 'white floral': 65.2303, 'aquatic': 58.6801, 'fruity': 54.7276, 'sweet': 47.3307, 'tuberose': 46.9005, 'woody': 45.5119, 'citrus': 45.4035, 'fresh': 45.2613, 'powdery': 45.1969}"
Prada (Amber),Prada,https://fimgs.net/mdimg/perfume/375x500.1045.jpg,for women,3.99,3627,"amber , woody , warm spicy , patchouli , powdery , vanilla , earthy , sweet , balsamic , floral ",moderate,"['Tarragon', 'Bergamot', 'Green Notes', 'Fruity Notes']","['Honey', 'Carnation', 'Ylang-Ylang', 'Jasmine', 'Rose']","['Patchouli', 'Amber', 'Benzoin', 'Sandalwood', 'Vanilla', 'Oakmoss', 'Musk']","{'very weak': 38, 'weak': 45, 'moderate': 170, 'long lasting': 313, 'eternal': 206}",,"{'female': 20, 'more female': 14, 'unisex': 26, 'more male': 2, 'male': 0}","{'way overpriced': 2, 'overpriced': 8, 'ok': 29, 'good value': 14, 'great value': 1}",,,,,,,,winter,"{'amber': 100.0, 'woody': 87.4923, 'warm spicy': 82.1954, 'patchouli': 72.6437, 'powdery': 60.023, 'vanilla': 58.4464, 'earthy': 58.3486, 'sweet': 55.7586, 'balsamic': 55.4559, 'floral': 51.6054}"
Original Vetiver,Creed,https://fimgs.net/mdimg/perfume/375x500.468.jpg,for women and men,4.24,1826,"citrus , woody , aromatic , earthy , warm spicy , powdery , fresh spicy , green , musky , amber ",moderate,"['Bergamot', 'Ginger', 'Mandarin Orange']","['Haitian Vetiver', 'Sandalwood', 'iris']","['Musk', 'Ambergris']","{'very weak': 52, 'weak': 72, 'moderate': 243, 'long lasting': 226, 'eternal': 45}",,"{'female': 0, 'more female': 0, 'unisex': 23, 'more male': 27, 'male': 39}","{'way overpriced': 33, 'overpriced': 29, 'ok': 15, 'good value': 3, 'great value': 4}",,,,,,,,summer,"{'citrus': 100.0, 'woody': 97.8287, 'aromatic': 84.2349, 'earthy': 61.5127, 'warm spicy': 59.7406, 'powdery': 57.1262, 'fresh spicy': 48.6602, 'green': 47.0372, 'musky': 46.4933, 'amber': 44.7387}"
John Varvatos,John Varvatos,https://fimgs.net/mdimg/perfume/375x500.2355.jpg,for men,4.23,1826,"fruity , sweet , woody , leather , warm spicy , animalic , aromatic , amber , fresh spicy , cinnamon ",moderate,[],"['Leather', 'Amber', 'Tamarind', 'Dates', 'Vanilla', 'Balsam Fir', 'Herbal Notes', 'Caramel', 'Hay', 'Olibanum', 'Agarwood (Oud)', 'Styrax']",[],"{'very weak': 61, 'weak': 122, 'moderate': 320, 'long lasting': 116, 'eternal': 39}",,"{'female': 1, 'more female': 1, 'unisex': 4, 'more male': 13, 'male': 66}","{'way overpriced': 2, 'overpriced': 3, 'ok': 28, 'good value': 23, 'great value': 16}",,,,,,,,fall,"{'fruity': 100.0, 'sweet': 83.3509, 'woody': 79.3836, 'leather': 79.294, 'warm spicy': 66.9547, 'animalic': 58.1033, 'aromatic': 54.4678, 'amber': 54.0253, 'fresh spicy': 51.96, 'cinnamon': 51.391}"
L'Instant de Guerlain pour Homme,Guerlain,https://fimgs.net/mdimg/perfume/375x500.52.jpg,for men,4.3,3313,"citrus , woody , warm spicy , cacao , aromatic , anis , patchouli , powdery , fresh spicy , musky ",moderate,"['Lemon', 'Bergamot', 'Anise', 'Grapefruit', 'Jasmine']","['Cacao', 'Patchouli', 'Sandalwood', 'Tea', 'Cedar', 'Lavender']","['Natural Musk', 'Hibiscus Seed', 'Elemi resin']","{'very weak': 77, 'weak': 83, 'moderate': 327, 'long lasting': 623, 'eternal': 142}",,"{'female': 1, 'more female': 0, 'unisex': 11, 'more male': 22, 'male': 22}","{'way overpriced': 2, 'overpriced': 4, 'ok': 30, 'good value': 13, 'great value': 1}",,,,,,,,fall,"{'citrus': 100.0, 'woody': 87.7866, 'warm spicy': 84.5865, 'cacao': 80.5579, 'aromatic': 65.3906, 'anis': 59.9182, 'patchouli': 59.1134, 'powdery': 57.911, 'fresh spicy': 57.0873, 'musky': 55.8376}"
Burberry Brit for Men,Burberry,https://fimgs.net/mdimg/perfume/375x500.1115.jpg,for men,3.97,2585,"warm spicy , rose , woody , citrus , fresh spicy , aromatic , vanilla , floral , musky , powdery ",moderate,"['Ginger', 'Cardamom', 'Green Mandarin', 'Bergamot']","['Wild Rose', 'Nutmeg', 'Cedar', 'Spicy Notes']","['Tonka Bean', 'Cedar', 'Gray Musk', 'Oriental Woodsy notes', 'Patchouli']","{'very weak': 42, 'weak': 79, 'moderate': 407, 'long lasting': 214, 'eternal': 38}",,"{'female': 1, 'more female': 1, 'unisex': 14, 'more male': 38, 'male': 25}","{'way overpriced': 1, 'overpriced': 2, 'ok': 21, 'good value': 32, 'great value': 11}",,,,,,,,winter,"{'warm spicy': 100.0, 'rose': 71.5797, 'woody': 68.4426, 'citrus': 65.9836, 'fresh spicy': 54.0313, 'aromatic': 53.1446, 'vanilla': 48.6215, 'floral': 47.9322, 'musky': 46.0209, 'powdery': 44.5678}"
